# BPA WIT Initiative: Centralized Wind Power Forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Aggregated wind power forecasts for all wind generation in the BPA BAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Historical data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data Description: estimated --> AVERAGE <-- generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date/Time is in UTC or Greenwich Mean Time and is the time the forecast was produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# HR01 is the first hour of the forecast or next hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Inquiries at BPA Wind Integration Team / BPAwindintegration@bpa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time (UTC),Hr01,Hr02,Hr03,Hr04,Hr05,Hr06,Hr07,Hr08,Hr09,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25,Hr26,Hr27,Hr28,Hr29,Hr30,Hr31,Hr32,Hr33,Hr34,Hr35,Hr36,Hr37,Hr38,Hr39,Hr40,Hr41,Hr42,Hr43,Hr44,Hr45,Hr46,Hr47,Hr48,Hr49,Hr50,Hr51,Hr52,Hr53,Hr54,Hr55,Hr56,Hr57,Hr58,Hr59,Hr60,Hr61,Hr62,Hr63,Hr64,Hr65,Hr66,Hr67,Hr68,Hr69,Hr70,Hr71,Hr72
9/9/2013 18:00,133,99,76,54,50,50,54,62,68,89,93,91,78,63,50,32,26,30,28,30,30,31,33,43,82,137,229,349,485,618,717,783,821,801,721,593,431,328,232,173,135,114,99,92,84,89,74,65,60,79,121,208,288,365,431,443,393,294,228,184,157,142,149,144,143,132,112,87,71,56,37,30
9/9/2013 19:00,71,59,53,46,50,57,68,91,93,99,72,58,47,42,45,33,27,29,29,29,33,44,75,124,219,335,468,614,698,761,821,808,739,619,444,317,230,170,126,119,100,95,82,67,56,54,57,79,129,197,279,356,426,438,393,300,229,194,175,157,149,144,146,133,120,99,82,60,38,31,16,14
9/9/2013 20:00,66,61,56,54,61,67,88,94,89,80,52,45,40,40,42,32,29,28,29,32,44,76,130,212,334,465,610,707,760,791,821,742,617,465,317,222,175,134,108,109,104,82,66,55,54,55,78,126,199,275,350,426,439,395,304,233,194,178,162,157,155,139,135,117,99,82,64,40,29,16,14,11
9/9/2013 21:00,65,80,85,90,91,104,99,98,78,62,53,42,37,39,37,28,25,25,32,41,77,136,228,352,506,673,790,849,857,820,791,655,521,399,283,193,161,143,106,111,93,79,58,53,56,77,127,202,281,349,417,456,458,440,382,301,216,167,153,142,128,106,102,85,71,51,37,22,13,11,10,12
9/9/2013 22:00,67,83,92,88,101,108,88,71,62,56,41,33,36,35,33,29,24,29,43,78,135,230,372,499,650,784,847,859,817,745,672,520,403,292,198,146,144,130,109,93,77,65,44,54,79,124,200,278,351,410,449,458,440,383,301,218,173,153,145,128,107,96,86,69,46,37,23,15,11,11,13,18
9/9/2013 23:00,75,94,91,97,102,95,67,58,54,47,42,31,30,29,31,24,27,40,77,135,232,370,533,664,768,856,863,814,740,645,533,400,296,202,145,125,127,119,91,77,64,54,45,76,125,194,274,347,413,445,449,437,383,304,210,167,154,148,126,114,94,83,69,43,31,22,15,10,8,11,15,24
9/10/2013 0:00,85,90,105,108,102,78,65,62,53,44,37,26,24,27,30,28,39,78,138,236,372,538,676,770,831,849,807,733,629,512,400,295,211,150,124,120,119,103,78,64,53,54,70,123,195,267,344,408,445,448,430,384,307,210,164,155,152,141,114,100,82,67,42,30,17,14,12,11,11,19,24,34
9/10/2013 1:00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
9/10/2013 2:00,114,116,107,86,71,52,46,43,37,33,26,23,25,33,49,80,137,242,380,534,680,785,848,821,797,713,623,500,384,291,212,155,138,118,99,93,91,74,60,53,77,125,192,266,337,397,440,451,433,380,314,227,183,159,156,142,128,110,86,69,44,30,18,13,11,15,17,25,27,34,49,118
9/10/2013 3:00,128,108,81,65,49,46,42,37,33,33,28,25,29,44,87,135,239,376,531,677,785,853,848,797,712,603,498,385,285,209,162,133,120,112,89,83,78,65,53,76,124,202,267,337,389,424,449,432,380,306,228,187,166,153,142,128,109,92,69,45,30,18,14,10,15,21,23,32,34,46,116,230
9/10/2013 4:00,126,84,65,50,44,43,37,35,32,35,27,28,39,83,141,239,369,527,675,788,853,855,781,716,604,485,382,281,201,156,134,113,110,95,78,70,66,56,75,124,201,276,335,389,417,414,429,379,312,225,187,163,162,142,125,111,93,74,46,30,17,14,11,15,19,28,37,37,42,113,232,400
9/10/2013 5:00,91,72,57,47,40,39,39,39,37,35,30,38,79,146,247,377,526,683,811,873,873,814,713,633,518,399,299,219,172,143,124,112,104,84,62,53,52,70,117,196,274,343,388,414,417,399,381,308,231,190,169,159,143,121,110,96,77,50,33,18,11,9,14,20,28,39,45,46,98,201,355,567
9/10/2013 6:00,67,50,45,36,33,35,36,38,33,33,38,74,141,244,376,527,672,793,873,871,811,738,615,515,400,292,217,160,143,122,111,93,86,68,49,46,69,119,188,275,344,387,411,418,403,352,305,225,190,168,153,139,125,104,94,77,53,34,18,12,9,14,20,27,37,44,49,108,193,354,578,834
9/10/2013 7:00,53,44,40,36,34,38,36,36,32,40,76,141,244,381,527,676,784,854,877,818,733,639,510,389,278,215,158,129,118,111,93,74,66,55,51,74,125,199,272,351,406,421,422,412,362,291,227,184,168,156,146,126,105,90,74,55,35,18,12,10,13,20,28,37,42,53,109,207,346,571,850,1106
9/10/2013 8:00,28,29,28,30,33,35,32,33,40,75,140,236,364,526,665,783,848,860,818,731,628,503,392,286,211,157,128,116,105,94,74,58,54,54,74,121,198,277,341,391,438,425,407,363,295,216,182,155,145,140,127,109,90,70,53,37,19,12,9,12,21,27,38,46,55,112,207,357,540,825,1101,1231
9/10/2013 9:00,40,40,39,38,32,27,27,35,63,134,241,392,561,701,781,826,843,811,718,618,508,386,303,230,179,146,124,109,92,72,56,47,55,81,129,200,281,362,420,447,439,405,344,280,216,178,164,156,136,133,100,81,62,53,38,29,14,8,10,19,24,37,47,53,58,71,111,173,276,387,489,564
9/10/2013 10:00,34,40,37,32,27,26,33,63,132,238,389,562,702,779,816,843,795,710,619,512,383,299,233,180,145,124,102,85,71,53,48,52,81,130,205,279,354,416,445,438,402,344,276,216,181,159,149,140,114,102,82,68,54,40,26,14,8,10,19,26,33,47,53,58,69,113,174,277,384,487,542,620
9/10/2013 11:00,42,37,34,29,28,33,72,141,255,408,587,721,799,831,818,792,716,617,512,399,298,232,186,148,124,99,82,66,55,45,53,81,131,203,283,356,402,438,432,401,342,272,206,176,158,140,135,116,90,83,68,58,41,27,14,8,9,19,26,37,43,55,58,69,116,174,271,377,462,528,580,632
9/10/2013 12:00,39,32,28,28,34,69,140,246,410,587,718,824,837,816,763,711,625,510,397,311,238,191,157,132,103,86,63,52,45,49,79,129,204,283,363,415,427,432,391,344,275,206,173,160,144,127,115,94,71,66,61,44,27,14,8,10,19,25,36,47,51,58,69,107,180,266,369,450,513,564,651,714
9/10/2013 13:00,31,26,24,36,73,141,250,411,588,725,807,865,852,772,687,631,521,415,310,237,190,158,131,106,79,64,47,42,50,78,130,206,283,365,418,426,421,383,329,271,202,165,148,145,122,102,90,67,57,52,41,29,13,9,10,19,29,36,46,54,57,66,101,156,249,347,425,485,552,627,714,749
9/10/2013 14:00,27,21,33,69,137,250,404,584,723,794,866,846,794,688,587,523,411,318,240,188,156,131,106,84,60,44,41,49,78,129,203,283,367,420,444,415,391,331,269,206,165,150,141,127,111,90,68,56,49,39,29,14,9,10,20,29,39,46,53,57,67,100,156,243,345,428,485,553,629,719,765,728
9/10/2013 15:00,26,28,63,137,254,416,594,732,812,843,847,793,698,603,484,411,321,243,186,156,133,106,84,63,42,34,48,79,130,203,281,366,422,445,432,381,333,267,200,162,150,142,123,118,91,69,56,47,36,28,13,10,12,22,32,41,49,52,53,67,95,149,234,317,407,460,519,597,677,705,700,617
9/10/2013 16:00,32,65,138,255,421,597,721,798,835,838,777,704,610,498,381,317,235,185,155,129,106,84,63,45,33,43,76,133,205,280,363,421,453,436,387,323,269,201,163,145,144,128,106,95,69,56,48,35,27,11,10,11,21,32,42,50,55,54,68,96,148,234,319,398,471,526,599,687,730,705,617,524
9/10/2013 17:00,68,131,241,391,570,718,796,837,819,797,703,595,483,371,288,233,177,151,128,108,86,61,48,35,43,72,137,216,301,380,434,464,476,443,360,275,192,156,136,133,130,117,88,82,62,45,33,27,11,7,13,18,31,43,52,56,54,67,98,150,242,311,393,453,511,595,669,720,679,622,505,415
9/10/2013 18:00,131,243,391,563,714,806,830,810,738,665,577,470,371,290,224,182,151,126,104,86,64,48,36,43,70,124,212,299,379,434,463,469,449,376,275,193,156,140,124,126,114,98,69,62,45,32,26,11,8,10,19,25,42,52,57,57,66,98,151,232,311,393,456,521,574,684,724,700,621,511,417,343
9/10/2013 19:00,238,385,556,707,806,850,816,745,647,574,471,368,298,231,183,150,129,103,87,65,52,38,43,70,127,203,290,380,434,466,473,450,390,296,197,165,143,133,121,117,97,76,53,47,35,25,12,8,11,17,25,35,47,54,55,69,94,149,222,300,378,439,496,593,643,727,692,628,526,407,332,274
9/10/2013 20:00,392,572,721,809,856,827,739,632,560,466,373,298,236,188,161,126,106,83,65,54,37,44,71,123,201,292,376,438,465,473,444,387,299,205,162,144,131,130,110,93,78,59,42,35,26,11,7,11,16,24,34,47,55,55,69,98,148,224,301,378,439,494,583,647,698,672,629,538,414,333,273,245
9/10/2013 21:00,710,838,895,914,877,793,655,563,478,384,303,246,195,163,140,119,90,70,53,43,47,80,136,224,323,412,460,490,484,456,395,309,227,184,157,142,124,126,102,85,69,52,36,28,11,8,12,20,29,47,62,74,78,73,74,83,95,119,168,246,322,381,437,441,435,408,382,337,273,232,216,215
9/10/2013 22:00,863,922,931,898,819,699,567,470,380,305,243,203,167,151,124,92,70,53,43,51,79,140,224,330,413,464,486,486,457,391,308,224,186,163,142,124,123,107,87,68,54,39,27,11,8,12,19,29,45,60,73,82,75,74,79,95,125,167,246,326,395,431,469,431,401,349,316,285,248,227,213,215
9/10/2013 23:00,989,974,927,848,730,601,479,376,304,242,201,169,141,132,113,69,53,43,52,83,141,233,318,410,463,487,476,453,385,307,226,182,162,150,129,114,104,90,72,59,43,29,13,9,13,22,30,45,59,70,86,82,80,83,95,127,176,255,341,415,465,473,481,418,373,327,309,282,243,233,225,235
9/11/2013 0:00,913,883,824,730,620,502,376,300,238,194,169,139,121,109,85,59,44,54,85,145,229,335,411,470,495,483,452,389,308,226,183,158,151,139,118,94,93,73,57,43,29,13,9,13,22,33,45,60,69,78,83,84,82,94,125,171,253,341,411,467,495,471,451,370,336,297,278,265,239,238,234,254
9/11/2013 1:00,902,821,731,631,517,405,309,248,198,166,144,120,102,86,67,43,55,85,146,239,335,424,473,495,489,454,389,308,228,183,164,151,143,127,102,81,79,57,43,28,13,9,13,22,32,47,61,68,76,75,88,98,117,160,211,288,375,448,486,515,505,454,417,342,310,276,271,263,248,240,263,285
9/11/2013 2:00,819,702,606,503,403,319,247,203,170,138,123,101,76,62,52,50,82,147,238,335,417,475,478,469,437,387,309,232,186,164,150,135,127,107,84,69,60,43,29,13,9,14,22,33,46,63,68,77,75,80,97,124,158,210,278,366,453,500,515,513,461,414,379,312,282,262,261,260,258,265,285,332
9/11/2013 3:00,644,556,482,392,322,249,203,170,135,114,102,73,55,47,58,81,145,239,345,422,477,501,470,429,373,309,233,189,166,151,139,124,111,90,72,55,45,32,14,9,14,22,31,46,59,66,75,78,83,97,128,174,219,294,375,458,512,538,527,491,431,384,327,290,269,254,271,274,287,305,352,409
9/11/2013 4:00,503,442,364,294,242,200,164,133,114,91,73,53,42,51,87,140,233,341,428,476,499,473,435,363,301,232,190,165,154,135,123,105,91,76,58,40,31,13,9,14,22,31,46,59,66,72,76,83,99,129,165,220,290,371,449,513,538,538,490,449,384,344,291,265,253,253,275,288,306,350,413,483
9/11/2013 5:00,412,360,300,243,207,178,142,121,100,72,54,39,47,81,139,217,314,405,471,500,480,445,378,302,239,199,175,157,142,122,102,90,73,60,39,23,14,13,21,30,38,47,59,65,72,72,81,102,132,173,220,309,376,451,500,550,545,508,451,405,350,317,286,273,273,298,349,379,393,457,532,629
9/11/2013 6:00,407,335,263,215,189,163,134,110,79,58,45,49,84,142,225,307,401,470,499,494,439,380,307,236,197,174,157,143,120,99,84,72,60,41,22,15,13,23,30,37,48,59,68,72,76,76,100,134,174,227,300,398,452,500,535,551,508,459,400,356,323,298,277,273,296,338,368,414,457,527,612,720
9/11/2013 7:00,366,295,241,203,171,144,118,86,63,49,55,80,142,226,307,394,466,503,497,451,378,310,245,200,177,161,146,127,98,80,66,61,43,26,13,14,22,34,36,46,60,67,77,79,82,95,130,178,240,327,422,503,530,548,557,532,478,418,366,337,316,297,285,303,343,374,421,490,532,608,699,753
9/11/2013 8:00,273,235,202,167,141,116,86,66,47,55,81,141,223,312,383,457,478,470,444,369,307,246,203,176,159,144,126,100,80,64,58,43,26,15,12,22,32,39,48,61,66,77,78,85,98,128,177,243,334,412,486,540,555,554,528,482,422,370,334,317,306,295,318,344,369,421,480,559,607,695,731,668
9/11/2013 9:00,251,220,188,157,124,91,67,53,54,85,138,210,297,395,470,526,516,474,400,328,258,208,182,161,154,134,107,90,70,60,45,28,20,18,26,34,50,63,76,90,95,94,86,96,129,163,252,362,470,586,686,783,805,771,714,626,534,441,371,312,296,349,423,524,625,719,816,903,979,1035,988,885
9/11/2013 10:00,199,180,154,119,88,66,50,53,82,136,211,291,385,471,518,515,465,397,319,255,207,180,165,149,132,108,88,73,60,45,28,20,18,28,33,48,64,78,89,93,93,87,95,119,165,239,360,478,583,671,756,793,774,705,616,535,444,370,312,296,338,433,520,624,721,806,914,1007,1029,978,904,815
9/11/2013 11:00,178,161,126,93,65,55,56,82,132,209,287,378,464,528,520,469,393,315,243,201,176,162,151,126,105,87,67,60,42,25,18,16,25,34,46,58,77,92,91,89,86,93,119,158,241,347,476,586,666,734,769,761,713,625,532,451,378,321,312,357,436,578,660,787,893,974,1048,1064,989,926,844,759
9/11/2013 12:00,167,138,103,74,56,62,81,130,211,294,387,469,520,524,469,385,315,245,196,176,161,152,128,102,85,70,58,43,25,18,16,25,34,49,57,75,96,96,89,85,96,119,155,230,352,463,592,673,735,766,753,717,633,549,454,382,329,311,364,451,557,700,738,879,1008,1085,1115,1042,972,882,794,714
9/11/2013 13:00,130,106,76,56,61,81,134,207,296,384,471,517,518,474,393,319,246,199,170,163,150,132,109,86,72,57,42,24,18,16,26,35,50,60,77,89,99,95,86,90,121,156,222,328,459,574,674,728,756,738,697,624,542,453,379,328,306,357,448,550,666,766,865,975,1088,1113,1067,972,882,794,714,618
9/11/2013 14:00,102,83,59,61,81,135,209,288,383,464,514,504,464,395,318,246,197,172,156,151,127,108,85,70,57,39,23,18,16,26,35,47,64,76,88,92,96,86,94,113,157,227,326,443,579,660,741,755,731,687,615,538,451,377,331,309,356,446,554,651,762,869,988,1077,1118,1057,976,880,795,714,619,478
9/11/2013 15:00,78,69,67,82,135,211,293,373,465,512,505,447,386,319,247,200,172,160,144,128,108,85,69,54,38,21,18,16,26,36,50,62,77,87,91,89,87,98,117,152,234,322,433,557,665,723,748,731,683,613,532,446,373,327,314,355,437,537,644,744,870,973,1073,1095,1046,957,869,786,710,618,504,346
9/11/2013 16:00,60,70,79,135,210,300,388,463,516,502,451,368,301,233,201,172,151,148,124,109,82,68,56,38,21,16,17,27,36,50,66,77,87,90,90,81,95,117,157,224,335,433,554,658,732,756,726,686,614,536,445,379,320,312,358,439,535,644,742,870,972,1077,1103,1044,970,869,783,704,615,501,361,210
9/11/2013 17:00,54,76,121,195,287,384,486,519,496,423,344,269,210,179,162,148,132,119,106,87,72,58,43,24,14,14,26,40,52,65,83,89,94,85,79,86,111,150,216,319,447,545,652,730,756,730,671,595,520,435,365,317,286,333,416,504,606,712,819,917,1011,1066,1014,936,846,770,690,598,495,350,226,124
9/11/2013 18:00,71,127,199,293,405,490,539,497,426,343,273,210,183,169,161,133,109,101,88,74,57,40,26,14,15,25,40,51,65,81,88,93,86,82,85,111,144,224,323,443,549,652,714,754,736,665,592,526,440,366,321,300,333,412,511,606,709,826,917,1015,1048,1020,937,856,769,694,598,490,352,227,134,61
9/11/2013 19:00,134,211,310,415,515,562,507,422,340,266,210,179,169,171,165,118,96,82,75,59,40,23,14,15,26,40,51,64,81,92,91,85,79,90,114,151,222,325,443,540,657,711,732,714,681,596,520,434,365,305,283,320,396,493,595,689,808,908,1000,1049,1000,936,854,781,656,598,489,348,227,132,61,14
9/11/2013 20:00,210,298,397,494,532,501,399,334,265,208,176,165,171,168,145,100,81,69,57,42,23,14,15,26,38,51,64,81,93,95,86,79,92,112,148,223,320,439,561,653,722,734,713,661,597,516,434,367,314,284,318,389,488,595,697,800,914,1023,1071,1025,946,856,780,700,566,487,348,224,132,61,15,12
9/11/2013 21:00,261,374,499,575,508,410,303,253,200,177,183,187,187,169,142,116,75,61,50,29,16,17,25,33,42,52,59,57,60,57,59,82,146,192,277,354,434,496,576,571,556,543,506,438,366,301,249,204,185,190,247,331,500,728,933,1011,969,881,794,680,580,493,432,366,265,196,122,65,28,6,10,24
9/11/2013 22:00,388,503,573,515,403,328,247,199,177,184,188,184,167,142,119,79,61,48,29,15,16,24,36,41,51,57,59,54,57,60,90,148,211,269,359,438,499,550,597,562,521,506,443,376,301,242,204,184,197,248,331,490,727,918,1011,969,877,787,688,583,502,433,368,283,193,122,65,28,6,11,26,49
9/11/2013 23:00,556,596,523,407,319,262,215,184,184,185,187,162,140,118,97,61,47,29,16,17,24,32,44,47,54,62,55,54,59,92,154,206,276,346,441,501,551,571,589,526,481,442,381,312,257,207,193,208,271,359,525,765,1001,1055,1015,906,797,690,604,517,441,360,281,204,124,68,28,8,10,24,49,86
9/12/2013 0:00,581,513,400,317,261,216,194,196,197,190,169,140,111,94,72,53,28,16,18,22,35,41,51,52,58,62,54,54,89,155,207,285,348,435,501,550,565,561,541,482,422,381,315,259,214,183,205,267,348,525,761,978,1052,991,885,800,695,595,516,450,377,288,204,128,71,28,9,11,24,52,89,132
9/12/2013 1:00,414,355,298,251,211,205,204,195,195,166,133,106,88,68,56,29,20,19,25,33,48,48,60,60,57,58,57,83,142,202,279,363,430,507,552,568,557,530,506,422,367,317,262,218,188,207,265,353,547,770,959,1061,996,901,801,702,596,516,443,372,291,211,132,69,31,7,12,26,55,95,137,166
9/12/2013 2:00,311,289,243,211,207,205,196,187,166,128,108,86,67,53,37,20,18,25,33,42,56,56,64,58,54,60,87,137,197,281,368,449,495,558,565,558,527,499,444,369,306,261,219,197,208,265,349,527,785,975,1042,996,900,804,697,599,514,450,368,287,204,134,72,29,7,12,26,55,94,138,168,179
9/12/2013 3:00,248,221,203,200,211,207,192,161,133,103,88,70,54,36,26,19,25,33,41,47,62,60,56,55,60,95,139,190,274,350,453,514,555,584,558,528,499,447,380,307,254,221,194,213,268,349,527,767,964,1052,993,900,803,697,585,521,465,375,290,208,135,74,33,7,12,29,57,94,135,172,176,182
9/12/2013 4:00,206,193,189,197,196,191,161,128,108,84,68,55,35,25,24,25,33,42,47,57,61,55,57,61,91,144,193,250,335,426,516,554,571,562,531,498,440,382,310,259,215,200,213,268,349,532,771,953,1039,995,895,803,699,600,510,456,392,297,208,135,74,34,8,12,26,57,95,132,167,182,180,174
9/12/2013 5:00,171,184,194,196,188,168,132,104,99,76,55,43,28,25,31,34,43,51,63,65,61,62,77,100,155,207,292,370,460,540,607,632,650,605,566,483,413,347,273,220,197,216,262,343,532,734,946,1007,977,897,797,694,599,517,444,380,310,212,135,74,39,10,10,25,47,82,126,155,170,168,158,153
9/12/2013 6:00,167,185,189,192,169,137,111,95,83,52,39,28,24,31,39,43,51,61,66,61,62,72,105,154,219,299,379,455,520,568,624,620,595,552,465,409,344,285,229,192,212,282,351,528,757,932,1020,980,888,797,687,603,519,439,365,301,218,134,75,40,10,12,27,50,83,123,158,167,167,158,154,157
9/12/2013 7:00,145,168,169,164,136,112,97,76,56,35,25,21,29,42,46,55,64,66,64,65,74,104,158,223,298,382,461,515,563,593,604,600,529,456,393,347,282,223,204,219,282,376,533,746,949,993,974,877,778,679,586,513,438,359,280,209,129,71,39,12,17,33,63,97,138,166,176,168,160,154,158,164
9/12/2013 8:00,150,161,153,130,107,92,76,49,35,23,23,30,42,47,49,64,65,64,66,74,104,152,212,298,376,463,523,561,588,605,584,553,455,399,334,282,227,200,222,287,380,569,757,961,1015,958,892,775,667,574,504,442,364,277,199,131,73,39,12,17,37,64,97,142,168,171,168,160,155,158,165,169
9/12/2013 9:00,166,150,123,101,88,75,58,37,25,22,33,42,47,60,68,70,83,83,90,125,185,264,355,449,541,621,661,687,702,686,627,550,471,400,322,273,247,259,319,412,596,813,1012,1049,963,828,701,562,446,359,285,221,157,110,63,30,11,6,16,37,75,115,168,200,195,173,146,122,108,95,91,99
9/12/2013 10:00,161,133,109,91,80,57,38,26,23,32,43,48,60,68,70,83,83,90,123,184,264,364,455,532,617,658,691,695,684,627,548,482,402,325,271,249,256,308,421,612,847,1013,1052,977,846,693,562,447,359,285,216,159,110,62,29,11,7,17,37,72,116,168,201,199,178,146,122,108,95,92,99,110
9/12/2013 11:00,154,127,108,83,64,43,27,25,33,43,50,62,72,73,75,84,91,122,184,273,370,461,555,617,685,707,721,689,647,568,495,409,325,271,245,254,292,377,554,753,940,983,930,820,687,549,432,345,275,213,155,111,58,27,8,5,15,41,79,123,172,204,202,178,155,127,111,99,95,98,106,118
9/12/2013 12:00,131,113,93,65,43,30,30,34,44,49,63,72,72,76,72,78,125,188,277,377,462,551,642,673,725,726,704,653,583,509,427,341,278,253,264,306,382,561,747,941,994,947,840,699,568,456,351,287,216,161,109,57,24,9,5,16,39,80,120,165,206,202,176,151,125,101,89,80,86,91,104,117
9/12/2013 13:00,108,91,70,44,29,29,33,46,47,60,69,73,73,74,80,126,192,281,380,480,544,627,691,702,729,711,658,579,502,419,347,281,256,264,312,389,563,770,924,991,946,836,698,558,459,362,280,215,157,107,55,22,11,6,19,46,85,123,165,198,200,173,145,122,103,88,83,90,96,106,118,113
9/12/2013 14:00,86,67,45,28,27,31,43,46,60,68,73,72,70,79,121,191,282,370,475,579,629,685,725,704,712,667,582,502,420,347,286,255,268,315,409,559,765,921,984,940,833,697,559,449,367,288,215,161,109,56,22,11,6,19,46,83,122,165,200,193,170,145,123,101,89,83,89,95,104,114,110,97
9/12/2013 15:00,62,40,28,27,35,44,42,58,70,73,72,71,86,123,214,282,370,468,564,651,685,718,711,681,655,581,502,414,340,288,258,264,316,409,573,767,935,973,937,840,697,558,449,359,295,216,159,108,55,22,11,6,19,47,84,122,165,200,196,167,146,124,100,91,82,90,96,103,114,110,97,72
9/12/2013 16:00,54,35,34,33,47,45,52,62,68,70,88,115,150,207,324,381,462,559,662,713,719,713,702,642,572,504,410,335,278,257,271,318,416,577,782,943,994,943,840,697,565,446,356,284,220,160,106,57,22,9,6,21,47,83,120,167,200,195,172,143,124,103,89,82,88,96,102,114,107,94,71,52
9/12/2013 17:00,43,34,32,37,33,41,42,48,54,80,117,186,273,387,468,482,548,630,686,719,713,685,633,557,495,407,339,289,267,275,337,422,606,809,1020,1073,1018,886,772,619,507,403,313,235,169,109,60,26,10,6,22,52,93,129,173,209,200,173,143,122,102,91,81,88,95,105,114,114,98,76,64,82
9/12/2013 18:00,23,25,34,36,35,39,47,64,92,135,199,290,385,476,549,546,630,676,718,729,685,633,554,485,418,332,288,259,275,327,425,601,805,1010,1076,1019,882,745,622,506,407,312,236,166,110,60,27,10,6,19,52,91,128,174,205,204,175,143,121,102,93,83,88,97,105,114,114,98,76,64,85,141
9/12/2013 19:00,24,31,33,38,39,45,57,90,129,200,302,404,491,559,625,624,692,730,744,715,643,562,491,410,351,289,268,278,344,447,625,822,1012,1077,1036,905,749,616,516,385,318,241,171,110,61,27,7,5,15,44,80,122,167,200,197,177,144,119,100,88,79,82,90,97,109,113,100,75,61,91,146,238
9/12/2013 20:00,33,39,43,44,45,56,89,125,196,291,404,489,557,617,703,691,729,741,720,664,564,491,409,339,297,263,275,330,447,624,826,1014,1076,1024,897,757,621,500,399,300,243,174,111,60,28,8,5,13,41,83,122,168,199,198,175,145,123,100,88,80,82,91,98,110,112,97,77,63,84,145,240,467
9/12/2013 21:00,29,35,35,36,53,89,149,234,375,538,628,708,784,838,891,905,853,831,788,688,603,499,381,301,271,276,359,473,679,886,1099,1144,1077,942,795,653,528,410,310,214,151,86,39,15,5,7,23,66,121,173,230,261,279,286,263,192,123,80,69,78,90,99,102,93,78,57,57,86,152,275,570,1009
9/12/2013 22:00,36,32,39,49,97,160,222,375,535,629,709,782,840,887,920,854,831,778,701,607,496,381,298,262,289,355,472,666,894,1086,1146,1082,943,805,647,525,417,309,218,146,83,43,15,6,7,24,66,120,173,226,262,281,286,261,190,116,89,69,77,90,94,102,93,78,60,53,86,152,278,570,1009,1489
9/12/2013 23:00,29,32,53,91,183,288,385,560,666,756,837,905,960,984,992,878,833,743,631,512,393,313,270,293,383,515,754,992,1207,1228,1139,1033,855,701,537,429,322,222,150,84,37,15,5,6,18,64,115,170,222,257,285,300,271,195,118,85,73,75,89,94,96,90,71,55,46,37,51,88,275,583,953,1535
9/13/2013 0:00,38,58,112,192,310,446,569,686,785,868,943,973,988,988,971,911,754,642,519,403,316,268,284,378,512,765,997,1214,1241,1162,1036,878,705,555,430,322,222,149,81,37,15,7,6,23,69,121,178,231,267,287,301,268,194,119,87,73,81,89,95,94,84,71,52,41,36,46,90,273,605,995,1590,2261
9/13/2013 1:00,60,120,201,281,469,629,711,800,879,954,981,995,986,975,921,753,642,519,407,305,259,277,367,485,754,994,1205,1225,1148,1035,880,727,552,426,320,217,144,82,36,14,7,7,26,74,127,186,237,276,293,300,272,194,127,91,76,82,90,93,96,84,71,56,43,37,44,79,288,604,1000,1586,2234,2738
