# BPA WIT Initiative: Centralized Wind Power Forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Aggregated wind power forecasts for all wind generation in the BPA BAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Historical data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data Description: estimated --> AVERAGE <-- generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date/Time is in UTC or Greenwich Mean Time and is the time the forecast was produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# HR01 is the first hour of the forecast or next hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Inquiries at BPA Wind Integration Team / BPAwindintegration@bpa.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time (UTC),Hr01,Hr02,Hr03,Hr04,Hr05,Hr06,Hr07,Hr08,Hr09,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25,Hr26,Hr27,Hr28,Hr29,Hr30,Hr31,Hr32,Hr33,Hr34,Hr35,Hr36,Hr37,Hr38,Hr39,Hr40,Hr41,Hr42,Hr43,Hr44,Hr45,Hr46,Hr47,Hr48,Hr49,Hr50,Hr51,Hr52,Hr53,Hr54,Hr55,Hr56,Hr57,Hr58,Hr59,Hr60,Hr61,Hr62,Hr63,Hr64,Hr65,Hr66,Hr67,Hr68,Hr69,Hr70,Hr71,Hr72
8/7/2013 19:00,751,795,974,1240,1548,1831,2155,2429,2594,2615,2537,2384,2230,2165,2093,1916,1770,1621,1414,1156,908,690,496,354,258,196,176,197,265,380,620,911,1189,1344,1457,1502,1429,1358,1283,1210,1175,1099,986,886,826,620,442,251,194,171,193,235,263,306,368,507,692,797,973,1222,1510,1665,1760,1811,1852,1846,1851,1841,1816,1720,1675,96
8/7/2013 20:00,838,998,1273,1557,1860,2145,2407,2558,2582,2545,2385,2275,2162,2078,1913,1754,1591,1416,1182,927,698,519,373,265,193,172,195,263,378,616,922,1194,1358,1457,1526,1481,1363,1272,1224,1180,1094,1013,929,798,629,423,254,179,166,185,245,243,287,376,527,709,846,1010,1195,1499,1669,1786,1825,1827,1850,1850,1843,1803,1720,1676,1610,96
8/7/2013 21:00,980,1287,1582,1826,2114,2392,2550,2578,2535,2397,2268,2167,2087,1968,1765,1609,1416,1186,948,697,507,377,274,196,175,192,263,397,616,920,1201,1365,1458,1499,1478,1375,1259,1212,1169,1082,997,928,791,618,420,247,170,151,186,219,276,280,366,536,701,856,1043,1253,1427,1668,1766,1835,1838,1839,1859,1834,1812,1730,1678,1614,1495,96
8/7/2013 22:00,904,1293,1621,1972,2370,2650,2728,2722,2619,2517,2414,2316,2201,2087,1872,1616,1319,1028,772,537,399,285,200,164,168,209,330,600,916,1236,1402,1465,1477,1471,1405,1341,1329,1320,1250,1114,991,831,586,371,206,135,107,115,122,155,221,427,765,1167,1411,1637,1842,1999,2078,2175,2120,2060,1961,1868,1758,1596,1451,1293,1206,1220,1271,96
8/7/2013 23:00,1255,1628,1995,2385,2657,2744,2727,2612,2515,2422,2335,2203,2103,1935,1635,1316,1026,774,552,383,281,201,166,170,210,315,600,975,1238,1387,1458,1482,1469,1399,1348,1327,1334,1253,1109,985,831,599,363,206,136,113,108,120,154,218,429,781,1082,1382,1622,1832,2000,2096,2129,2136,2052,1981,1869,1755,1630,1437,1291,1201,1219,1277,1355,96
8/8/2013 0:00,1577,1971,2319,2601,2667,2631,2548,2502,2436,2358,2263,2131,1952,1653,1255,951,713,528,389,269,188,158,168,205,321,584,974,1281,1358,1435,1477,1437,1375,1324,1329,1318,1250,1044,792,570,394,238,136,93,84,100,122,172,253,455,747,1028,1273,1588,1889,1996,2031,1999,1980,1937,1863,1798,1691,1572,1424,1277,1199,1202,1269,1346,1401,96
8/8/2013 1:00,1789,2268,2555,2657,2635,2563,2486,2432,2359,2243,2090,1836,1576,1251,948,718,503,367,271,186,157,165,206,328,590,921,1220,1425,1462,1510,1475,1387,1362,1355,1349,1253,1061,816,586,401,246,143,99,74,81,102,153,232,437,736,1047,1297,1542,1865,2004,2028,1998,1998,1938,1904,1829,1747,1611,1448,1301,1215,1221,1276,1354,1418,1478,96
8/8/2013 2:00,2291,2606,2646,2628,2583,2499,2430,2353,2245,2104,1847,1548,1228,980,720,510,346,263,189,157,164,208,325,595,917,1209,1354,1448,1490,1469,1380,1349,1367,1340,1242,1051,818,603,416,266,168,134,134,134,140,182,251,443,729,1019,1297,1613,1856,2033,2049,2013,1993,1920,1858,1810,1708,1593,1416,1269,1159,1166,1205,1281,1369,1450,1535,96
8/8/2013 3:00,2642,2716,2649,2572,2522,2438,2368,2267,2128,1882,1564,1218,934,714,528,366,243,185,157,167,208,325,584,930,1206,1347,1432,1518,1521,1400,1345,1359,1349,1249,1048,814,603,422,270,174,126,132,141,144,178,241,446,723,1027,1306,1611,1871,1993,2052,2014,1999,1925,1858,1799,1699,1583,1413,1259,1155,1142,1215,1281,1360,1453,1521,1635,96
8/8/2013 4:00,2719,2697,2607,2526,2475,2395,2305,2155,1906,1565,1199,906,647,492,370,261,185,153,164,208,325,578,907,1204,1328,1398,1443,1486,1440,1352,1339,1366,1230,1034,811,612,431,274,177,138,139,155,165,197,254,436,717,991,1335,1671,1993,2075,2053,2030,1979,1872,1823,1733,1637,1546,1354,1196,1071,1064,1094,1172,1278,1389,1490,1605,1736,96
8/8/2013 5:00,2771,2637,2567,2480,2417,2304,2180,1925,1575,1214,931,684,475,362,265,186,154,160,206,325,582,901,1187,1338,1407,1443,1475,1424,1414,1384,1362,1278,1044,819,610,430,275,175,143,143,150,166,199,252,437,727,1003,1307,1707,1983,2095,2067,2033,1975,1884,1829,1754,1645,1525,1367,1197,1074,1055,1104,1165,1268,1389,1484,1613,1740,1871,96
8/8/2013 6:00,2668,2579,2518,2428,2334,2146,1859,1528,1192,956,702,524,355,260,180,152,157,190,296,570,921,1214,1364,1425,1416,1375,1310,1301,1295,1268,1200,1060,913,735,618,567,563,476,433,409,349,297,290,453,765,1124,1425,1722,2035,2152,2221,2155,2089,2021,1904,1833,1747,1612,1437,1277,1121,1067,1074,1155,1305,1523,1776,1844,2057,2157,2225,96
8/8/2013 7:00,2586,2540,2444,2365,2147,1860,1527,1195,955,719,507,358,248,191,149,156,175,295,593,934,1228,1364,1422,1430,1376,1318,1285,1285,1270,1212,1052,869,755,625,565,542,510,440,396,339,310,303,464,752,1096,1438,1749,2024,2185,2201,2213,2093,2023,1910,1834,1744,1634,1444,1259,1111,1062,1077,1155,1324,1498,1718,1904,2034,2161,2260,2315,96
8/8/2013 8:00,2692,2583,2445,2194,1893,1560,1225,985,749,537,391,276,186,171,156,194,280,641,967,1257,1385,1435,1434,1389,1321,1271,1277,1276,1229,1073,860,696,619,545,515,460,456,405,332,320,330,491,765,1089,1388,1750,2044,2190,2212,2155,2106,1996,1901,1825,1768,1637,1455,1268,1130,1084,1093,1182,1350,1551,1712,1865,2037,2151,2263,2306,2297,96
8/8/2013 9:00,2688,2511,2285,1928,1610,1286,1012,766,546,382,269,195,155,178,194,300,634,1026,1278,1389,1435,1436,1394,1330,1308,1291,1276,1231,1084,893,706,589,544,510,455,422,427,348,323,327,500,766,1105,1373,1718,2045,2176,2200,2178,2085,1998,1898,1828,1744,1660,1455,1278,1138,1087,1093,1172,1352,1551,1753,1863,2002,2132,2244,2303,2336,2356,96
8/8/2013 10:00,2429,2176,1905,1575,1308,1045,801,582,415,288,205,182,179,244,341,544,919,1236,1323,1414,1447,1397,1304,1222,1190,1164,1075,934,797,684,620,655,633,572,450,366,352,363,434,768,1334,1856,2155,2262,2378,2450,2465,2448,2348,2267,2140,2085,2044,1947,1773,1528,1319,1192,1154,1216,1385,1638,1916,2019,2127,2200,2134,2078,2101,2099,2168,96
8/8/2013 11:00,2429,2176,1905,1575,1308,1045,801,582,415,288,205,182,179,244,341,544,919,1236,1323,1414,1447,1397,1304,1222,1190,1164,1075,934,797,684,620,655,633,572,450,366,352,363,434,768,1334,1856,2155,2262,2378,2450,2465,2448,2348,2267,2140,2085,2044,1947,1773,1528,1319,1192,1154,1216,1385,1638,1916,2019,2127,2200,2134,2078,2101,2099,2168,96
8/8/2013 12:00,1785,1565,1273,967,714,496,331,226,167,152,168,222,319,515,804,1109,1273,1402,1435,1410,1325,1231,1164,1067,997,872,725,593,527,475,408,329,275,213,220,298,406,735,1244,1779,2114,2238,2370,2407,2400,2350,2264,2173,2073,2063,1985,1875,1697,1502,1294,1189,1160,1257,1492,1772,2004,2113,2146,2076,2056,2053,2098,2063,2102,2097,2105,96
8/8/2013 13:00,1480,1244,957,690,426,296,210,152,129,137,174,254,452,768,1071,1251,1345,1383,1390,1308,1231,1159,1083,998,882,748,610,519,478,426,342,258,219,205,273,407,739,1254,1787,2133,2291,2399,2419,2427,2393,2334,2261,2156,2101,2032,1885,1698,1480,1288,1186,1162,1250,1489,1808,2056,2148,2186,2155,2124,2075,2066,2129,2091,2106,2050,2007,96
8/8/2013 14:00,1223,989,692,451,285,198,138,121,127,163,244,462,754,1036,1251,1346,1373,1344,1315,1238,1170,1072,981,855,744,608,524,467,405,329,234,174,180,243,369,716,1244,1783,2081,2218,2306,2374,2416,2412,2364,2277,2209,2122,2045,1897,1726,1482,1277,1191,1172,1248,1495,1798,2033,2126,2126,2096,2065,2032,1976,1975,2047,2034,2023,1921,1824,96
8/8/2013 15:00,1020,768,492,329,218,162,134,138,173,251,457,777,1032,1208,1370,1400,1346,1280,1241,1191,1094,978,857,741,627,520,466,405,319,241,172,180,253,372,766,1254,1789,2141,2223,2320,2354,2429,2429,2368,2275,2189,2139,2059,1920,1708,1513,1295,1179,1174,1248,1487,1791,2003,2109,2126,2087,2065,2048,2022,1980,1976,2049,2014,1945,1777,1680,96
8/8/2013 16:00,631,451,292,191,134,113,121,165,253,453,777,1069,1210,1319,1386,1355,1283,1245,1163,1084,940,819,718,607,528,485,402,314,241,174,168,234,365,706,1312,1820,2086,2222,2242,2331,2414,2454,2416,2324,2219,2144,2057,1892,1716,1487,1316,1198,1168,1246,1492,1801,2024,2042,2000,1922,1905,1922,1958,1935,1896,1895,1923,1815,1741,1584,1389,96
8/8/2013 17:00,413,290,205,143,124,135,173,262,450,745,1034,1210,1317,1359,1369,1304,1239,1165,1020,942,800,699,610,534,482,423,327,225,172,168,235,345,733,1260,1843,2106,2221,2299,2311,2399,2447,2404,2336,2230,2143,2047,1904,1713,1503,1302,1212,1180,1247,1484,1788,2026,2043,1997,1914,1905,1929,1943,1947,1916,1878,1845,1805,1695,1548,1323,1130,96
8/8/2013 18:00,284,202,133,105,109,138,191,390,717,994,1169,1287,1351,1335,1277,1215,1151,1034,877,774,634,520,429,372,274,204,163,137,153,234,367,731,1313,1828,2137,2256,2323,2370,2455,2476,2480,2383,2311,2203,2072,1927,1752,1542,1308,1164,1117,1162,1365,1633,1877,1940,1895,1841,1803,1789,1810,1779,1785,1756,1725,1663,1611,1469,1297,1058,847,96
8/8/2013 19:00,211,151,115,115,137,193,399,714,984,1173,1301,1365,1335,1267,1223,1153,1051,915,751,648,522,428,349,300,206,148,141,150,243,360,733,1279,1841,2102,2234,2329,2366,2468,2521,2463,2418,2297,2200,2066,1928,1716,1507,1321,1164,1130,1159,1347,1644,1872,1913,1896,1829,1805,1788,1804,1797,1773,1773,1723,1670,1576,1458,1271,1052,836,670,96
8/8/2013 20:00,163,136,134,154,199,390,719,1008,1187,1304,1364,1328,1260,1194,1160,1054,923,778,645,547,441,352,271,226,153,130,154,229,361,726,1287,1835,2111,2209,2269,2386,2413,2517,2494,2404,2313,2215,2097,1925,1736,1490,1298,1204,1155,1211,1361,1623,1886,1951,1953,1937,1911,1889,1898,1849,1800,1760,1728,1679,1587,1446,1274,1052,822,666,542,96
8/8/2013 21:00,97,119,149,187,378,709,998,1177,1299,1356,1343,1259,1178,1121,1049,926,775,661,532,453,352,279,202,168,136,148,229,350,729,1271,1837,2113,2214,2280,2356,2459,2493,2496,2429,2324,2215,2091,1955,1729,1501,1288,1165,1158,1212,1370,1623,1872,1959,1954,1920,1921,1886,1894,1846,1810,1760,1714,1684,1594,1442,1247,1041,803,672,531,461,96
8/8/2013 22:00,76,125,216,413,739,1021,1191,1299,1375,1340,1248,1132,1099,1077,988,867,725,573,417,267,171,120,95,123,155,225,321,547,827,1195,1498,1711,1860,1937,1999,1996,1982,1972,1881,1791,1658,1536,1392,1245,1180,1177,1232,1281,1241,1173,1220,1317,1502,1687,1879,2066,2165,2115,1991,1859,1785,1786,1785,1677,1534,1394,1219,1085,995,905,830,96
8/8/2013 23:00,116,217,428,739,1021,1190,1300,1374,1342,1244,1140,1086,1075,995,864,728,565,412,270,173,123,101,120,152,227,328,546,836,1205,1478,1700,1893,1950,1979,1997,1991,1969,1886,1779,1664,1542,1392,1260,1178,1182,1236,1256,1184,1210,1222,1309,1488,1676,1879,2048,2149,2115,1984,1802,1819,1774,1784,1688,1544,1387,1205,1088,953,901,833,802,96
8/9/2013 0:00,287,548,836,1093,1257,1380,1414,1371,1280,1195,1169,1093,1013,845,675,513,346,226,148,123,134,127,142,180,232,377,670,1017,1362,1610,1797,1940,2030,2089,2122,2068,1974,1825,1716,1601,1467,1361,1298,1348,1443,1451,1320,1167,1211,1352,1585,1908,2059,2190,2272,2227,2079,1961,1914,1964,1914,1794,1645,1473,1300,1128,993,926,893,880,962,96
8/9/2013 1:00,521,827,1105,1260,1356,1402,1345,1258,1188,1143,1095,971,829,701,551,331,212,140,118,117,137,138,201,235,353,630,1025,1336,1592,1756,1897,1984,2063,2054,2015,1911,1813,1692,1592,1449,1352,1288,1340,1430,1450,1289,1134,1108,1305,1527,1842,2011,2145,2210,2216,2040,1951,1903,1891,1933,1772,1624,1433,1276,1119,966,878,848,869,989,1114,96
8/9/2013 2:00,811,1095,1255,1386,1411,1381,1291,1212,1159,1098,975,826,696,557,340,231,153,129,123,128,140,185,265,361,622,1016,1367,1632,1839,1929,1978,2028,2035,1987,1891,1785,1657,1575,1464,1342,1279,1313,1404,1425,1313,1162,1172,1311,1613,1852,2027,2131,2201,2177,2096,1946,1899,1867,1827,1767,1608,1419,1246,1078,966,871,836,844,981,1130,1250,96
8/9/2013 3:00,1082,1281,1386,1429,1373,1293,1206,1157,1094,972,810,681,517,380,228,153,133,123,128,137,183,241,403,629,1029,1375,1658,1821,1938,1953,2021,2024,1990,1898,1789,1677,1561,1470,1394,1289,1308,1408,1454,1314,1193,1164,1322,1552,1857,2009,2134,2186,2168,2079,1997,1901,1896,1826,1728,1608,1399,1245,1092,935,879,842,832,938,1125,1276,1345,96
8/9/2013 4:00,1259,1432,1475,1408,1309,1219,1177,1088,934,785,664,543,383,246,151,136,132,131,139,180,240,359,607,996,1394,1697,1874,1941,1973,1970,1981,1934,1831,1744,1667,1573,1450,1380,1330,1325,1369,1401,1321,1203,1213,1326,1576,1772,2006,2125,2147,2113,1992,1896,1856,1787,1758,1645,1556,1400,1237,1059,914,852,835,834,913,1035,1236,1326,1411,96
8/9/2013 5:00,1397,1465,1384,1298,1202,1150,1069,932,774,653,527,416,242,155,124,134,134,140,184,238,354,609,993,1372,1712,1894,1965,1964,1975,1958,1933,1841,1731,1651,1562,1457,1380,1335,1364,1407,1409,1320,1221,1212,1355,1563,1780,1922,2126,2173,2114,1987,1862,1858,1822,1750,1668,1533,1414,1218,1076,915,850,821,833,926,1025,1148,1328,1413,1483,96
8/9/2013 6:00,1384,1329,1233,1114,1043,974,893,796,677,548,390,240,123,78,69,90,131,196,245,347,572,918,1270,1583,1864,1955,1963,1967,1946,1940,1928,1890,1816,1728,1636,1555,1522,1515,1482,1478,1447,1414,1430,1440,1582,1734,1946,2135,2243,2202,2015,1870,1764,1823,1834,1722,1613,1502,1348,1226,1152,1037,958,928,1030,1153,1232,1358,1525,1558,1575,96
8/9/2013 7:00,1305,1220,1119,1030,974,894,799,689,569,418,247,152,93,80,91,135,197,244,356,573,929,1266,1541,1822,1986,2006,1975,1965,1940,1932,1869,1790,1706,1618,1577,1478,1488,1529,1475,1450,1415,1446,1485,1574,1732,1942,2137,2226,2172,2050,1872,1813,1763,1789,1700,1608,1499,1345,1175,1048,1040,969,902,1032,1149,1263,1334,1438,1570,1570,1571,96
8/9/2013 8:00,1197,1104,1036,994,903,794,669,535,376,234,141,98,92,105,138,207,257,364,592,944,1266,1525,1746,1933,2019,2045,2041,1974,1946,1878,1792,1718,1604,1597,1534,1515,1518,1534,1460,1404,1428,1379,1446,1535,1758,2082,2294,2276,2109,1986,1863,1802,1775,1720,1599,1499,1351,1232,1052,985,988,963,1018,1172,1293,1365,1448,1453,1554,1594,1601,96
8/9/2013 9:00,1077,1015,985,896,795,674,543,372,214,122,80,83,101,130,202,253,369,600,950,1283,1534,1754,1877,2019,2050,2052,1991,1945,1872,1793,1691,1609,1555,1542,1504,1533,1507,1473,1423,1385,1414,1437,1600,1760,2032,2269,2278,2108,1929,1898,1827,1785,1687,1580,1493,1354,1220,1111,982,931,967,1022,1118,1270,1309,1384,1505,1478,1544,1596,1535,96
8/9/2013 10:00,860,893,889,827,745,642,484,304,192,124,96,109,146,206,276,400,591,902,1145,1341,1510,1648,1800,1923,1972,2000,2048,2100,2097,2042,1892,1789,1650,1561,1484,1481,1649,1874,1984,1875,1755,1703,1928,2228,2430,2453,2285,2066,2003,2030,1958,1802,1623,1457,1310,1187,1034,862,655,592,783,1089,1379,1611,1698,1737,1801,1840,1867,1892,1847,96
8/9/2013 11:00,885,890,837,756,639,477,315,193,123,97,111,150,216,278,400,585,909,1155,1321,1539,1652,1793,1916,1959,1999,2074,2107,2113,2042,1893,1747,1625,1521,1464,1460,1653,1853,1998,1881,1717,1706,1930,2262,2455,2387,2265,2090,2001,1995,1991,1805,1625,1464,1287,1158,1030,861,683,614,785,1081,1386,1550,1693,1761,1776,1824,1832,1845,1852,1767,96
8/9/2013 12:00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,96
8/9/2013 13:00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,96
8/9/2013 14:00,789,677,508,344,225,144,111,116,161,242,311,432,565,785,1135,1419,1624,1768,1884,1939,1946,2007,2022,2078,2125,2110,1924,1717,1530,1424,1400,1458,1704,1977,2179,2104,1915,1832,1982,2225,2521,2406,2243,2074,2018,2034,1999,1849,1630,1451,1290,1112,945,779,608,618,805,1101,1352,1549,1683,1776,1786,1809,1821,1774,1746,1659,1598,1562,1487,96
8/9/2013 15:00,611,470,325,215,136,96,105,152,227,298,428,578,822,1098,1373,1619,1816,1867,1938,1962,2008,2042,2062,2126,2124,1953,1755,1560,1424,1385,1442,1674,1944,2100,2063,1920,1823,2053,2300,2412,2373,2240,2091,1995,1991,1981,1858,1659,1454,1280,1155,936,780,613,597,768,1097,1362,1534,1649,1741,1802,1829,1804,1800,1701,1653,1582,1552,1451,1317,96
8/9/2013 16:00,411,288,208,129,93,105,147,238,294,430,600,906,1220,1420,1605,1793,1886,1888,1933,2013,2077,2102,2109,2098,1937,1747,1581,1435,1373,1430,1647,1942,2147,2090,2018,1954,2090,2277,2490,2327,2203,2102,2042,1975,1972,1836,1669,1491,1318,1123,953,768,614,589,769,1055,1396,1548,1627,1704,1788,1904,1874,1810,1744,1644,1586,1549,1468,1286,1072,96
8/9/2013 17:00,251,184,137,98,109,151,231,291,413,584,878,1209,1430,1576,1733,1863,1905,1936,1998,2085,2115,2125,2066,1939,1753,1585,1465,1397,1430,1647,1876,2084,2055,1947,1941,2058,2284,2460,2380,2191,2089,2050,2017,1928,1835,1670,1496,1322,1142,954,798,603,596,748,1063,1359,1538,1642,1693,1776,1842,1925,1834,1728,1653,1571,1535,1447,1248,1027,805,96
8/9/2013 18:00,233,161,102,81,107,182,285,440,669,986,1253,1438,1559,1600,1686,1756,1811,1883,1933,1971,1967,1928,1863,1789,1708,1648,1559,1464,1573,1880,2138,2193,2122,2048,2237,2411,2563,2499,2322,2131,2067,2034,1971,1782,1611,1436,1247,1076,906,714,564,564,732,1026,1324,1522,1634,1694,1786,1870,1921,1893,1774,1666,1580,1514,1430,1241,990,773,567,96
8/9/2013 19:00,119,70,64,91,161,278,439,705,1009,1315,1467,1570,1651,1717,1746,1812,1868,1946,1947,1958,1923,1866,1791,1708,1632,1595,1475,1573,1880,2138,2182,2124,2020,2220,2479,2585,2499,2336,2230,2062,2085,1975,1800,1585,1433,1223,1068,915,698,568,563,725,1029,1316,1511,1627,1733,1777,1864,1891,1887,1806,1689,1580,1508,1409,1239,994,757,561,398,96
8/9/2013 20:00,101,76,106,179,290,451,698,1032,1343,1556,1720,1815,1832,1826,1791,1828,1891,1931,1913,1905,1847,1777,1698,1585,1559,1478,1536,1846,2084,2129,2056,2005,2182,2454,2612,2514,2327,2156,2156,2031,2039,1840,1628,1423,1257,1040,899,727,579,587,745,1042,1347,1561,1687,1770,1848,1906,1851,1818,1780,1694,1590,1538,1395,1220,976,734,528,377,267,96
8/9/2013 21:00,78,99,181,284,440,675,991,1251,1496,1667,1754,1780,1748,1773,1829,1883,1932,1946,1878,1847,1784,1676,1570,1523,1453,1563,1858,2123,2129,2056,1987,2190,2452,2615,2571,2343,2139,2158,2118,2042,1865,1645,1430,1232,1082,864,717,585,575,765,1043,1332,1537,1691,1775,1834,1880,1902,1829,1744,1673,1598,1489,1393,1190,972,731,531,379,270,229,96
8/9/2013 22:00,56,133,250,416,543,777,1151,1520,1831,1962,1999,1985,1960,1900,1851,1665,1653,1599,1492,1452,1358,1223,1120,1061,1168,1461,1773,1876,1897,1937,2118,2358,2462,2408,2228,1986,1897,1975,1946,1765,1541,1285,1026,792,645,476,452,480,658,918,1130,1391,1636,1820,1873,1820,1725,1577,1369,1256,1229,1267,1267,1122,902,672,467,310,233,188,193,96
8/9/2013 23:00,137,254,378,557,794,1149,1519,1836,1966,1988,1986,1930,1900,1803,1688,1636,1593,1535,1431,1358,1251,1142,1060,1159,1464,1774,1892,1907,1936,2125,2334,2457,2406,2208,1987,1918,1890,1912,1739,1532,1309,1050,801,604,523,426,466,647,923,1181,1372,1637,1804,1865,1837,1724,1566,1374,1251,1244,1277,1257,1130,902,675,473,309,220,212,206,238,96
8/10/2013 0:00,266,411,552,865,1223,1567,1888,2012,2010,1968,1932,1856,1802,1720,1693,1614,1512,1375,1205,1022,896,836,1056,1371,1704,1882,1959,2023,2180,2359,2406,2364,2224,2068,1920,1903,1875,1722,1483,1269,1061,823,619,506,458,482,654,932,1229,1423,1642,1807,1866,1833,1715,1540,1363,1260,1246,1300,1354,1217,945,715,498,331,237,223,257,275,371,96
8/10/2013 1:00,412,604,892,1234,1600,1904,2008,2020,2022,1973,1897,1805,1767,1724,1644,1487,1375,1204,1025,887,822,1013,1355,1689,1862,1980,2045,2190,2360,2403,2346,2189,2052,1986,1886,1835,1674,1457,1220,983,848,631,496,441,477,648,884,1205,1425,1664,1793,1851,1796,1689,1506,1325,1225,1211,1259,1263,1150,956,702,488,329,240,219,240,296,368,497,96
8/10/2013 2:00,559,876,1231,1618,1924,2012,2016,2014,1988,1904,1825,1776,1718,1640,1487,1352,1248,1025,897,815,1022,1366,1632,1849,1945,2025,2155,2249,2279,2245,2168,2089,2036,1990,1887,1652,1466,1230,986,762,640,514,455,482,648,865,1100,1346,1642,1791,1821,1793,1695,1543,1366,1273,1246,1278,1268,1153,961,754,538,383,291,273,298,356,475,585,803,96
8/10/2013 3:00,832,1267,1647,1925,2046,2016,2008,1987,1915,1800,1752,1705,1607,1478,1346,1231,1053,901,810,996,1371,1660,1841,1949,2017,2167,2269,2285,2252,2175,2075,2031,1991,1915,1672,1441,1245,998,798,591,531,459,486,632,905,1112,1347,1617,1784,1820,1777,1685,1543,1369,1269,1248,1277,1264,1146,950,779,548,380,296,290,297,379,463,603,759,1071,96
8/10/2013 4:00,1187,1628,1933,1986,1910,1876,1875,1866,1788,1705,1652,1559,1427,1279,1222,1061,922,853,1004,1331,1670,1794,1900,1973,2075,2225,2248,2217,2166,2094,2044,1978,1883,1682,1458,1247,1021,794,652,513,482,492,645,873,1145,1324,1628,1808,1858,1800,1711,1586,1439,1344,1309,1314,1279,1165,966,770,602,409,299,287,325,374,507,626,807,1069,1352,96
8/10/2013 5:00,1702,2016,2109,2033,1991,1972,1928,1870,1782,1690,1589,1448,1281,1146,1047,930,850,1032,1339,1652,1831,1887,1953,2086,2215,2247,2217,2163,2106,2040,1971,1864,1680,1465,1221,1000,816,632,520,450,513,654,896,1121,1406,1611,1818,1858,1815,1730,1593,1442,1345,1316,1353,1279,1160,977,771,569,408,315,279,310,392,486,649,787,1084,1301,1568,96
8/10/2013 6:00,2095,2160,2130,2034,1937,1853,1739,1671,1595,1468,1287,1057,839,696,631,653,863,1193,1515,1716,1841,1906,2021,2149,2278,2253,2205,2139,2109,2112,2008,1843,1639,1431,1186,1005,928,748,691,698,813,1034,1257,1443,1709,1830,1923,1879,1789,1631,1479,1366,1297,1324,1293,1122,933,744,537,377,291,277,295,338,488,607,776,967,1281,1498,1667,96
8/10/2013 7:00,2409,2304,2135,2000,1858,1765,1690,1584,1493,1285,1066,857,702,630,665,867,1220,1516,1731,1846,1923,2040,2153,2271,2294,2197,2146,2113,2077,2057,1856,1642,1421,1227,1028,900,800,701,744,818,1036,1257,1490,1717,1893,1921,1879,1802,1654,1458,1364,1327,1302,1284,1142,932,742,548,377,292,272,291,342,462,628,755,984,1183,1498,1614,1760,96
